G_ID,SCIENTIFIC_NAME,ACRONYM,AUTHORITY,COFC,SYN,COMMON_NAME,FAMILY,FN,WET,FORM,HABIT,SHADE,USDA_ID,OH_TORE,TYPE,OH_STATUS,EMP,MW,NCNE,NOTES
169,Apera spica-venti,APESPI,(L.) P. Beauv.,0,,OPEN LITTLE-AWNED GRASS,Poaceae,,UPL,grass,AN,advent,APSP,,MO,adventive,,,,
170,Apios americana,APIAME,Medik.,3,,COMMON GROUNDNUT,Fabaceae,,FACW,forb,PE,partial,APAM,,DI,native,FACW,FACW,FACW,
171,Apium graveolens,APIGRA,l.,0,,CELERY,Apiaceae,,FAC,forb,PE,advent,APGR2,,DI,adventive,,,,
172,Aplectrum hyemale,APLHYE,(Muhl. ex Willd.) Torr.,7,,PUTTY ROOT,Orchidaceae,,FAC,forb,PE,shade,APHY,,MO,native,FAC,FAC,FAC,
173,Apocynum androsaemifolium,APOAND,L.,6,,SPREADING DOGBANE,Apocynaceae,,FACU,forb,PE,full,APAN2,,DI,native,FACU,UPL,UPL,
174,Apocynum cannabinum,APOCAN,L.,1,,INDIAN HEMP,Apocynaceae,544,FACU,forb,PE,full,APCA,,DI,native,FACU,FAC,FAC,
175,Apocynum sp.,APOCYN,L.,,,DOGBANE,Apocynaceae,,ND,forb,PE,full,APOCY,,DI,,,,,
176,Aquilegia canadensis,AQUCAN,L.,6,,WILD COLUMBINE,Ranunculaceae,,FAC,forb,PE,shade,AQCA,,DI,native,FAC,FACU,FACU,
177,Aquilegia vulgaris,AQUVUL,L.,0,,GARDEN COLUMBINE,Ranunculaceae,,FACU,forb,PE,advent,AQVU,,DI,adventive,,,,
178,Arabidopsis lyrata,ARALYR,(L.) O'Kane & Al-Shehbaz,6,syn,LYRE-LEAF ROCK CRESS,Brassicaceae,,FACU,forb,BI,full,ARLY2,E,DI,native,FACU,FACU,FACU,
179,Arabidopsis thaliana,ARATHA,(L.) Heynh.,0,,MOUSE-EAR CRESS,Brassicaceae,,UPL,forb,AN,advent,ARTH,,DI,adventive,,,,
180,Arabis canadensis,ARACAN,L.,5,,SICKLE-POD,Brassicaceae,,UPL,forb,BI,shade,ARCA,,DI,native,,,,
181,Arabis glabra,ARAGLA,(L.) Bernh.,3,,TOWER MUSTARD,Brassicaceae,,UPL,forb,BI,full,ARGL,,DI,native,,,,
182,Arabis laevigata,ARALAE,(Muhl. ex Willd.) Poir.,4,,SMOOTH ROCK CRESS,Brassicaceae,,UPL,forb,BI,shade,ARLA,,DI,native,,,,
183,Arabis patens,ARAPAT,Sull.,10,,SPREADING ROCK CRESS,Brassicaceae,,UPL,forb,BI,shade,ARPA2,E,DI,native,,,,
184,Arabis pycnocarpa M. Hopkins. var. adpressipilis,ARAPYCA,M. Hopkins,4,,SMALL HAIRY ROCK CRESS,Brassicaceae,,FACU,forb,BI,shade,ARHIP,P,DI,native,,,,
185,Arabis pycnocarpa M. Hopkins. var. pycnocarpa,ARAPYCP,M. Hopkins,6,,WESTERN HAIRY ROCK CRESS,Brassicaceae,,FACU,forb,BI,partial,ARHIP,E,DI,native,,,,
186,Arabis shortii,ARASHO,(Fernald) Gleason,7,,SHORT'S ROCK CRESS,Brassicaceae,23,UPL,forb,PE,shade,ARSH2,,DI,native,,,,
187,Arabis sp.,ARABIS,L.,,,ROCK CRESS,Brassicaceae,,ND,forb,BI,ND,ARABI2,,DI,,,,,
188,Aralia hispida,ARAHIS,Vent.,7,,BRISTLY SARSAPARILLA,Araliaceae,,UPL,forb,PE,shade,ARHI2,E,DI,native,,,,
189,Aralia nudicaulis,ARANUD,L.,5,,WILD SARSAPARILLA,Araliaceae,,FACU,forb,PE,shade,ARNU2,,DI,native,FACU,FACU,FACU,
190,Aralia racemosa,ARARAC,L.,5,,AMERICAN SPIKENARD,Araliaceae,,UPL,forb,PE,shade,ARRA,,DI,native,FACU,FACU,FACU,
191,Aralia sp.,ARALIA,L.,,,SPIKENARD,Araliaceae,,ND,forb,PE,shade,ARALI,,DI,,,,,
192,Aralia spinosa,ARASPI,L.,5,,DEVIL'S WALKINGSTICK,Araliaceae,24,FAC,shrub,W,shade,ARSP2,,DI,native,FAC,FACW,FAC,
193,Arctium lappa,ARCLAP,L.,0,,GREAT BURDOCK,Asteraceae,,FACU,forb,BI,advent,ARLA3,,DI,adventive,,,,
194,Arctium minus,ARCMIN,Berhn.,0,,COMMON BURDOCK,Asteraceae,,FACU,forb,BI,advent,ARMI2,,DI,adventive,FACU,FACU,FACU,
195,Arctostaphylos uva-ursi,ARCUVA,(L.) Spreng.,10,,BEARBERRY,Ericaceae,25,UPL,shrub,W,full,ARUV,X,DI,native,UPL,UPL,UPL,
196,Arenaria lateriflora,ARELAT,L.,7,syn,GROVE SANDWORT,Caryophyllaceae,,FACU,forb,PE,full,MOLA6,P,DI,native,,,,
197,Arenaria patula,AREPAT,Michx.,9,syn,SPREADING SANDWORT,Caryophyllaceae,,UPL,forb,AN,full,MIPA6,E,DI,native,,,,
198,Arenaria serpyllifolia,ARESER,L.,0,,THYME-LEAVED SANDWORT,Caryophyllaceae,,FAC,forb,AN,advent,ARSE2,,DI,adventive,FAC,FAC,FAC,
199,Arenaria sp.,ARENAR,L.,,,SANDWORT,Caryophyllaceae,,ND,forb,ND,ND,ARENA,,DI,,,,,
200,Arenaria stricta,ARESTR,Michx.,10,syn,ROCK SANDWORT,Caryophyllaceae,,UPL,forb,PE,full,MIMIM,P,DI,native,,,,
201,Arethusa bulbosa,AREBUL,L.,10,,DRAGON'S MOUTH,Orchidaceae,,OBL,forb,PE,full,ARBU,E,MO,native,OBL,OBL,OBL,
202,Argemone albiflora,ARGALB,Hornem.,0,,WHITE PRICKLY POPPY,Papaveraceae,,UPL,forb,AN,advent,ARAL3,,DI,adventive,,,,
203,Argemone mexicana,ARGMEX,L.,0,,MEXICAN PRICKLY POPPY,Papaveraceae,,UPL,forb,AN,advent,ARME4,,DI,adventive,,,,
204,Arisaema dracontium,ARIDRA,(L.) Schott,5,,GREEN DRAGON,Araceae,,FACW,forb,PE,shade,ARDR3,,MO,native,FACW,FACW,FACW,
205,Arisaema sp.,ARISAE,Mart.,,,JACK-IN-THE-PULPIT,Araceae,,ND,forb,PE,shade,ARISA,,MO,,,,,
206,Arisaema triphyllum (L.) Schott subsp. stewardsonii,ARITRIS,(Britton) Huttleston,7,syn,SWAMP JACK-IN-THE-PULPIT,Araceae,,FACW,forb,PE,shade,ARTRS,,MO,native,FACW,FACW,FAC,
207,Arisaema triphyllum subsp. triphyllum,ARITRIT,(L.) Schott,3,syn,JACK-IN-THE-PULPIT,Araceae,,FACU,forb,PE,shade,ARTRT3,,MO,native,FACW,FACW,FAC,
208,Aristida dichotoma,ARIDIC,Michx.,1,,POVERTY GRASS,Poaceae,,UPL,grass,AN,full,ARDI4,,MO,native,UPL,FACU,FACU,
209,Aristida longespica Poir. var. geniculata,ARILONG,(Raf.) Fernald,8,syn,FALSE ARROW-FEATHER,Poaceae,,UPL,grass,AN,full,ARLOG6,E,MO,native,UPL,FACU,FACU,
210,Aristida longespica var. longespica,ARILONL,Poir.,4,syn,SLIMSPIKE THREE-AWNED GRASS,Poaceae,,UPL,grass,AN,full,ARLOL3,,MO,native,UPL,FACU,FACU,
211,Aristida oligantha,ARIOLI,Michx.,1,,PLAINS THREE-AWNED GRASS,Poaceae,,UPL,grass,AN,full,AROL,,MO,native,,,,
212,Aristida purpurascens,ARIPUR,Poir.,7,,PURPLE THREE-AWNED GRASS,Poaceae,,UPL,grass,PE,full,ARPU8,P,MO,native,FAC,FACU,UPL,
213,Aristida sp.,ARISTI,L.,,,THREE-AWNED GRASS,Poaceae,,UPL,grass,ND,full,ARIST,,MO,,,,,
214,Aristolochia clematitis,ARICLE,L.,0,,BIRTHWORT,Aristolochiaceae,,UPL,forb,PE,advent,ARCL,,DI,adventive,,,,
215,Aristolochia serpentaria,ARISER,L.,7,,VIRGINIA SNAKEROOT,Aristolochiaceae,,UPL,forb,PE,shade,ARSE3,,DI,native,UPL,UPL,UPL,syn. Endodeca serpentaria
216,Aristolochia tomentosa,ARITOM,Sims,0,,PIPE-VINE,Aristolochiaceae,,FAC,vine,W,advent,ARTO3,,DI,adventive,FAC,FAC,FAC,syn. Isotrema tomentosum
217,Armoracia rusticana,ARMRUS,P. Gaertn.% B. Mey. & Scherb.,0,,HORSERADISH,Brassicaceae,,FAC,forb,PE,advent,ARRU4,,DI,adventive,,,,
218,Arnoseris minima,ARNMIN,(L.) Schweigg. & Korte,0,,DWARF NIPPLEWORT,Asteraceae,,UPL,forb,AN,advent,ARMI3,,DI,adventive,,,,
219,Aronia arbutifolia,AROARB,(L.) Pers.,9,syn,RED CHOKEBERRY,Rosaceae,535,FACW,shrub,W,partial,PHFL9,E,DI,native,FACW,FACW,FACW,
220,Aronia melanocarpa,AROMEL,(Michx.) Elliott,5,syn,BLACK CHOKEBERRY,Rosaceae,26,FAC,shrub,W,partial,PHME13,,DI,native,FAC,FACW,FAC,
221,Aronia sp.,ARONIA,L.,,,CHOKEBERRY,Rosaceae,,ND,shrub,W,partial,PHOTI,,DI,,,,,
222,Arrhenatherum elatius,ARRELA,P. Beauv.,0,,TALL OATGRASS,Poaceae,,FACU,grass,PE,advent,AREL3,,MO,adventive,FACU,FACU,FACU,
223,Artemisia absinthium,ARTABS,L.,0,,WORMWOOD,Asteraceae,,UPL,forb,PE,advent,ARAB3,,DI,adventive,,,,
224,Artemisia annua,ARTANN,L.,0,,ANNUAL WORMWOOD,Asteraceae,,FACU,forb,AN,advent,ARAN3,,DI,adventive,FACU,FACU,FACU,
225,Artemisia biennis,ARTBIE,Willd.,0,,BIENNIAL WORMWOOD,Asteraceae,,FACU,forb,BI,advent,ARBI2,,DI,adventive,FACU,FACW,FACW,
226,Artemisia campestris L. var. caudata,ARTCAM,(Michx.) E.J. Palm. & Steyerm.,10,syn,BEACH WORMWOOD,Asteraceae,27,FAC,forb,PE,full,ARCAC,T,DI,native,,,,
227,Artemisia ludoviciana,ARTLUD,Nutt.,0,,WESTERN MUGWORT,Asteraceae,28,UPL,forb,PE,advent,ARLU,,DI,adventive,UPL,UPL,UPL,
228,Artemisia pontica,ARTPON,L.,0,,ROMAN WORMWOOD,Asteraceae,,UPL,forb,PE,advent,ARPO4,,DI,adventive,,,,
229,Artemisia sp.,ARTEMS,L.,,,WORMWOOD,Asteraceae,,ND,forb,ND,ND,ARTEM,,DI,,,,,
230,Artemisia vulgaris,ARTVUL,L.,0,,COMMON MUGWORT,Asteraceae,,FACU,forb,PE,advent,ARVU,,DI,adventive,UPL,UPL,UPL,
231,Arthraxon hispidus,ARTHIS,(Thunb.) Makino,0,,HAIRY JOINT GRASS,Poaceae,,FAC,grass,AN,advent,ARHI3,,MO,adventive,FAC,FACW,FACW,
232,Aruncus dioicus,ARUDIO,(Walter) Fernald,6,,GOAT'S-BEARD,Rosaceae,,FACU,forb,PE,shade,ARDI8,,DI,native,FACU,FACU,FACU,
233,Arundinaria gigantea,ARUGIG,(Walter) Muhl.,7,,GIANT CANE,Poaceae,29,FACW,grass,PE,full,ARGI,,MO,native,FACW,FACW,,
234,Asarum canadense,ASACAN,L.,6,,WILD GINGER,Aristolochiaceae,30,FACU,forb,PE,shade,ASCA,,DI,native,FACU,FACU,UPL,
235,Asclepias amplexicaulis,ASCAMP,Sm.,7,,CLASPING-LEAVED MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASAM,P,DI,native,,,,
236,Asclepias exaltata,ASCEXA,L.,8,,POKE MILKWEED,Asclepiadaceae,,FACU,forb,PE,full,ASEX,,DI,native,FACU,UPL,UPL,
237,Asclepias hirtella,ASCHIR,(Pennell) Woodson,8,,SAND MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASHI,,DI,native,,,,removed from NWPL during 2013 update
238,Asclepias incarnata,ASCINC,L.,4,,SWAMP MILKWEED,Asclepiadaceae,,OBL,forb,PE,full,ASIN,,DI,native,OBL,OBL,OBL,
239,Asclepias purpurascens,ASCPUR,L.,7,,PURPLE MILKWEED,Asclepiadaceae,,FACU,forb,PE,full,ASPU2,,DI,native,FACU,FACU,FACU,
240,Asclepias quadrifolia,ASCQUA,Jacq.,6,,FOUR-LEAVED MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASQU,,DI,native,,,,
241,Asclepias sp.,ASCLEP,L.,,,MILKWEED,Asclepiadaceae,,ND,forb,PE,full,ASCLE,,DI,,,,,
242,Asclepias sullivantii,ASCSUL,Engelm. ex A. Gray,8,,SULLIVANT'S MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASSU3,,DI,native,,,,
243,Asclepias syriaca,ASCSYR,L.,1,,COMMON MILKWEED,Asclepiadaceae,,FACU,forb,PE,full,ASSY,,DI,native,FACU,FACU,UPL,
244,Asclepias tuberosa,ASCTUB,L.,4,,BUTTERFLY-WEED,Asclepiadaceae,,UPL,forb,PE,full,ASTU,,DI,native,,,,
245,Asclepias variegata,ASCVAR,L.,7,,WHITE MILKWEED,Asclepiadaceae,,FACU,forb,PE,full,ASVA,P,DI,native,FACU,FACU,FACU,
246,Asclepias verticillata,ASCVER,L.,4,,WHORLED MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASVE,,DI,native,FACU,FACU,UPL,
247,Asclepias viridiflora,ASCVIR,Raf.,5,,GREEN MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASVI,,DI,native,,,,
248,Asclepias viridis,ASCVID,Walter,7,,SPIDER MILKWEED,Asclepiadaceae,,UPL,forb,PE,full,ASVI2,,DI,native,,,,
249,Asimina triloba,ASITRI,(L.) Dunal,6,,PAWPAW,Annonaceae,,FACU,sm tree,W,shade,ASTR,,DI,native,FAC,FAC,FAC,
250,Asparagus officinalis,ASPOFF,L.,0,,ASPARAGUS,Liliaceae,,FACU,forb,PE,advent,ASOF,,MO,adventive,FACU,FACU,FACU,
251,Asperugo procumbens,ASPPRO,L.,0,,MADWORT,Boraginaceae,,FAC,forb,AN,advent,ASPR,,DI,adventive,UPL,UPL,FACU,
252,Asplenium bradleyi,ASPBRA,DC. Eaton,8,,BRADLEY'S SPLEENWORT,Aspleniaceae,,UPL,fern,PE,shade,ASBR2,E,SVP,native,,,,
253,Asplenium montanum,ASPMON,Willd.,7,,MOUNTAIN SPLEENWORT,Aspleniaceae,,UPL,fern,PE,shade,ASMO2,,SVP,native,,,,
254,Asplenium pinnatifidum,ASPPIN,Nutt.,8,,LOBED SPLEENWORT,Aspleniaceae,,UPL,fern,PE,shade,ASPI,,SVP,native,,,,
255,Asplenium platyneuron,ASPPLA,(L.) B.S.P.,3,,EBONY SPLEENWORT,Aspleniaceae,,FACU,fern,PE,shade,ASPL,,SVP,native,FACU,FACU,FACU,
256,Asplenium resiliens,ASPRES,Kunze,7,,BLACK-STEMMED SPLEENWORT,Aspleniaceae,,UPL,fern,PE,shade,ASRE,X,SVP,native,,,,
257,Asplenium rhizophyllum,ASPRHI,L.,7,syn,WALKING FERN,Aspleniaceae,,UPL,fern,PE,shade,ASRH2,,SVP,native,,,,
258,Asplenium ruta-muraria,ASPRUT,L.,10,,WALL-RUE,Aspleniaceae,,UPL,fern,PE,shade,ASRU2,T,SVP,native,,,,
259,Asplenium sp.,ASPLEN,L.,,,SPLEENWORT,Aspleniaceae,,ND,fern,PE,shade,ASPLE,,SVP,,,,,
260,Asplenium trichomanes,ASPTRI,L.,7,,MAIDENHAIR SPLEENWORT,Aspleniaceae,31,UPL,fern,PE,shade,ASTR2,,SVP,native,FAC,UPL,UPL,
261,Aster acuminatus,ASTACU,Michx.,8,syn,MOUNTAIN ASTER,Asteraceae,,FACU,forb,PE,full,OCAC,X,DI,native,FACU,,FACU,syn. Oclemena acuminata
262,Aster borealis,ASTBOR,(Torr. & A. Gray) Prov.,9,syn,NORTHERN BOG ASTER,Asteraceae,32,OBL,forb,PE,full,SYBO2,,DI,native,OBL,OBL,OBL,syn. Symphyotrichum boreale
263,Aster brachyactis,ASTBRA,S.F. Blake,0,syn,WESTERN ANNUAL ASTER,Asteraceae,,FAC,forb,AN,advent,SYCI2,,DI,adventive,FAC,FAC,FAC,syn. Symphyotrichum ciliatum
264,Aster cordifolius,ASTCOR,L.,4,syn,BLUE WOOD ASTER,Asteraceae,,UPL,forb,PE,shade,SYCO4,,DI,native,,,,
265,Aster divaricatus,ASTDIV,L.,5,syn,WHITE WOOD ASTER,Asteraceae,,UPL,forb,PE,shade,EUDI16,,DI,native,,,,
266,Aster drummondii,ASTDRU,Lindl.,6,syn,DRUMMOND'S ASTER,Asteraceae,,UPL,forb,PE,shade,SYDRD,T,DI,native,,,,
267,Aster dumosus,ASTDUM,L.,9,syn,BUSHY ASTER,Asteraceae,33,FAC,forb,PE,full,SYDUD2,T,DI,native,FAC,FAC,FAC,syn. Symphyotrichum dumosum var. dumosum
268,Aster ericoides,ASTERI,L.,2,syn,WHITE HEATH ASTER,Asteraceae,34,FACU,forb,PE,full,SYERE,,DI,native,FACU,FACU,FACU,syn. Symphyotrichum ericoides var. ericoides
269,Aster firmus,ASTFIR,Nees,7,syn,SHINING ASTER,Asteraceae,35,OBL,forb,PE,full,SYPUP,,DI,native,OBL,OBL,OBL,syn. Symphyotrichum puniceum var. puniceum; S firmum separated from S. puniceum following Field Manual of Michigan Flora
270,Aster infirmus,ASTINF,Michx.,8,syn,WEAK ASTER,Asteraceae,,UPL,forb,PE,shade,DOIN2,,DI,native,,,,
271,Aster laevis,ASTLAE,L.,6,syn,SMOOTH ASTER,Asteraceae,,UPL,forb,PE,full,SYLAL3,,DI,native,FACU,FACU,FACU,syn. Symphyotrichum laeve var. laeve
272,Aster lanceolatus,ASTLAN,Willd.,3,syn,EASTERN LINED ASTER,Asteraceae,36,FACW,forb,PE,full,SYLAL4,,DI,native,FACW,FAC,FACW,syn. Symphyotrichum lanceolatum ssp. lanceolatum var. lanceolatum
273,Aster lateriflorus,ASTLAT,(L.) Britton,2,syn,CALICO ASTER,Asteraceae,,FACW,forb,PE,shade,SYLAL7,,DI,native,FACW,FACW,FAC,syn. Symphyotrichum lateriflorum var. lateriflorum
274,Aster linariifolius,ASTLIN,L.,8,syn,STIFF ASTER,Asteraceae,,UPL,forb,PE,shade,IOLI2,,DI,native,,,,
275,Aster lowrieanus,ASTLOW,T.C. Porter,6,syn,LOWRIES' ASTER,Asteraceae,37,UPL,forb,PE,shade,SYLO2,,DI,native,,,,
276,Aster macrophyllus,ASTMAC,L.,5,syn,BIG-LEAVED ASTER,Asteraceae,,UPL,forb,PE,shade,EUMA27,,DI,native,UPL,FACU,UPL,syn. Eurybia macrophylla
277,Aster novae-angliae,ASTNOV,L.,2,syn,NEW ENGLAND ASTER,Asteraceae,,FACW,forb,PE,full,SYNO2,,DI,native,FACW,FACW,FACW,syn. Symphyotrichum novae-angliae
278,Aster oblongifolius,ASTOBL,Nutt.,7,syn,SHALE BARREN A.,Asteraceae,,UPL,forb,PE,full,SYOB,T,DI,native,,,,
279,Aster ontarionis,ASTONT,Wiegand,7,syn,BOTTOMLAND ASTER,Asteraceae,554,FAC,forb,PE,shade,SYON2,,DI,native,,,,
280,Aster oolentangiensis,ASTOOL,Riddell,7,syn,SKY BLUE ASTER,Asteraceae,38,UPL,forb,PE,full,SYOOO,,DI,native,,,,
281,Aster patens,ASTPAT,Aiton,6,syn,CLASPING-LEAVED ASTER,Asteraceae,39,UPL,forb,PE,partial,SYPAP2,,DI,native,,,,
282,Aster paternus,ASTPTR,Cronquist,4,syn,TOOTHED WHITE-TOPPED ASTER,Asteraceae,,UPL,forb,PE,shade,SEAS3,,DI,native,,,,
283,Aster pilosus,ASTPIL,Willd.,1,syn,AWL ASTER,Asteraceae,40,UPL,forb,PE,full,SYPIP3,,DI,native,FAC,FACU,FACU,syn. Symphyotrichum pilosum var. pilosum
284,Aster praealtus,ASTPRA,Poir.,6,syn,VEINY LINED ASTER,Asteraceae,,FACW,forb,PE,full,SYPRP,,DI,native,FACW,FACW,FACW,syn. Symphyotrichum praealtum var. praealtum
285,Aster prenanthoides,ASTPRE,Muhl. ex Willd.,4,syn,ZIGZAG ASTER,Asteraceae,,FAC,forb,PE,partial,SYPR6,,DI,native,FAC,FAC,FAC,syn. Symphyotrichum prenanthoides
286,Aster puniceus,ASTPUN,L.,7,syn,FEN ASTER,Asteraceae,41,OBL,forb,PE,full,SYPUP,,DI,native,OBL,OBL,OBL,syn. Symphyotrichum puniceum var. puniceum
287,Aster racemosus,ASTRAC,Elliott,2,syn,SMALL-HEADED ASTER,Asteraceae,,FACW,forb,PE,full,SYRA5,,DI,native,FACW,FACW,FACW,syn. Symphyotrichum racemosum
288,Aster sagittifolius,ASTSAG,Wedem. ex Willd.,3,syn,ARROW-LEAVED ASTER,Asteraceae,555,UPL,forb,PE,shade,SYCO4,,DI,native,,,,
289,Aster schreberi,ASTSCH,Nees,5,syn,LARGE-LEAVED ASTER,Asteraceae,,FACU,forb,PE,shade,EUSC5,,DI,native,,,,
290,Aster shortii,ASTSHO,Lindl.,4,syn,SHORT'S ASTER,Asteraceae,,UPL,forb,PE,shade,SYSH,,DI,native,,,,
291,Aster solidagineus,ASTSOL,Michx.,8,syn,NARROW-LEAVED ASTER,Asteraceae,,UPL,forb,PE,partial,SELI5,T,DI,native,,,,
292,Aster sp.,ASTER,L.,,,ASTER,Asteraceae,,ND,forb,PE,ND,ASTER,,DI,,,,,
293,Aster subulatus,ASTSUB,Michx.,0,syn,ANNUAL SALT-MARSH ASTER,Asteraceae,,OBL,forb,AN,advent,SYSU5,,DI,adventive,OBL,OBL,FACW,syn. Symphyotrichum subulatum
294,Aster surculosus,ASTSUR,Michx.,9,syn,CREEPING ASTER,Asteraceae,,UPL,forb,PE,full,EUSU7,E,DI,native,,,,
295,Aster umbellatus,ASTUMB,Mill.,3,syn,FLAT-TOPPED WHITE ASTER,Asteraceae,,FACW,forb,PE,partial,DOUMU,,DI,native,FACW,FACW,FACW,syn. Doellingeria umbellata var. umbellata
296,Aster undulatus,ASTUND,L.,3,syn,CLASPING HEART-LEAVED ASTER,Asteraceae,,UPL,forb,PE,full,SYUN,,DI,native,,,,
297,Astragalus canadensis,ASTCAN,L.,3,,CANADA MILK-VETCH,Fabaceae,,FAC,forb,PE,full,ASCA11,P,DI,native,FAC,FAC,FAC,
298,Astragalus neglectus,ASTNEG,(Torr. & A. Gray) E. Sheld.,10,,COOPER'S MILK-VETCH,Fabaceae,,FACU,forb,PE,full,ASNE2,E,DI,native,FACU,FACU,FACU,
299,Athyrium filix-femina,ATHFEL,(L.) Roth ex Mert.,5,,COMMON LADY FERN,Dryopteridaceae,42,FAC,fern,PE,shade,ATFI,,SVP,native,FAC,FAC,FAC,
300,Athyrium pycnocarpon,ATHPYC,(Spreng.) Tidestr.,8,syn,NARROW-LEAVED GLADE FERN,Dryopteridaceae,,FAC,fern,PE,shade,DIPY,,SVP,native,FAC,FACU,FAC,syn. Diplazium pycnocarpon
301,Athyrium sp.,ATHYRI,Roth,,,LADY FERN,Dryopteridaceae,,FAC,fern,PE,shade,ATHYR,,SVP,,,,,
302,Athyrium thelypteroides,ATHTHE,(Michx.) Desv.,6,syn,SILVERY GLADE FERN,Dryopteridaceae,,FAC,fern,PE,shade,DEAC4,,SVP,native,,,,
303,Atriplex patula,ATRPAT,L.,0,,SPEAR-SCALE,Chenopodiaceae,43,FACW,forb,AN,advent,ATPA4,,DI,adventive,FACW,FACW,FACW,
304,Atriplex rosea,ATRROS,L.,0,,SALTBUSH,Chenopodiaceae,,UPL,forb,AN,advent,ATRO,,DI,adventive,FACU,FACU,FACU,
305,Aureolaria flava,AURFLA,(L.) Farw.,7,syn,SMALL FALSE FOXGLOVE,Scrophulariaceae,44,UPL,forb,PE,full,AUFL,,DI,native,,,,
306,Aureolaria laevigata,AURLAE,(Raf.) Raf.,8,syn,APPALACHIAN FALSE FOXGLOVE,Scrophulariaceae,,UPL,forb,PE,full,AULA,,DI,native,,,,
307,Aureolaria pedicularia (L.) Raf. var. ambigens,AURPEDA,(Fernald) Farw.,10,syn,PRAIRIE FERN-LEAVED FALSE F.,Scrophulariaceae,,UPL,forb,AN,full,AUPEA,E,DI,native,,,,
308,Aureolaria pedicularia var. pedicularia,AURPEDP,(L.) Raf.,8,syn,WOODLAND FERN-L. FALSE F.,Scrophulariaceae,,UPL,forb,AN,shade,AUPEP,E,DI,native,,,,
309,Aureolaria sp.,AUEROL,Raf.,,,FALSE FOXGLOVE,Scrophulariaceae,,UPL,forb,PE,full,AUREO,,DI,,,,,
310,Aureolaria virginica,AURVIR,(L.) Pennell,8,syn,DOWNY FALSE FOXGLOVE,Scrophulariaceae,,UPL,forb,PE,full,AUVI,,DI,native,,,,
311,Avena fatua,AVEFAT,L.,0,,WILD OATS,Poaceae,,UPL,grass,AN,advent,AVFA,,MO,adventive,,,,
312,Avena sativa,AVESAT,L.,0,,OATS,Poaceae,,UPL,grass,AN,advent,AVSA,,MO,adventive,UPL,UPL,UPL,
313,Azolla caroliniana,AZOCAR,Willd.,0,,MOSQUITO-FERN,Salviniaceae,45,OBL,fern,PE,advent,AZCA,,SVP,adventive,,,,removed from NWPL during 2013 update
314,Ballota nigra,BALNIG,L.,0,,BLACK HOREHOUND,Lamiaceae,,FACU,forb,PE,advent,BANI,,DI,adventive,,,,
315,Baptisia australis,BAPAUS,(L.) R. Br.,6,,BLUE FALSE INDIGO,Fabaceae,,FACU,forb,PE,full,BAAU,E,DI,native,FACU,,,
316,Baptisia lactea,BAPLAC,(Raf.) Thieret,8,syn,WHITE FALSE INDIGO,Fabaceae,,FACU,forb,PE,full,BAALM,P,DI,native,,,,
317,Baptisia sp.,BAPTIS,Vent.,,,WILD INDIGO,Fabaceae,,ND,forb,PE,full,BAPTI,,DI,,,,,
318,Baptisia tinctoria,BAPTIN,(L.) R. Br.,6,,YELLOW FALSE INDIGO,Fabaceae,46,UPL,forb,PE,full,BATI,,DI,native,,,,
319,Barbarea sp.,BARBAR,W.T. Aiton,,,YELLOW ROCKET,Brassicaceae,,ND,forb,BI,advent,BARBA,,DI,,,,,
320,Barbarea verna,BARVER,(Mill.) Asch.,0,,EARLY WINTER CRESS,Brassicaceae,,UPL,forb,BI,advent,BAVE,,DI,adventive,,,,
321,Barbarea vulgaris,BARVUL,R. Br.,0,,GARDEN YELLOW ROCKET,Brassicaceae,,FACU,forb,BI,advent,BAVU,,DI,adventive,FACU,FAC,FAC,
322,Bartonia paniculata,BARPAN,(Michx.) Muhl.,10,,TWINING SCREWSTEM,Gentianaceae,47,OBL,forb,AN,full,BAPA2,E,DI,native,OBL,OBL,OBL,
323,Bartonia sp.,BARTON,Muhl. ex Willd.,,,SCREW-STEM,Gentianaceae,,ND,forb,AN,full,BARTO,,DI,,,,,
324,Bartonia virginica,BARVIR,(L.) B.S.P.,6,,YELLOW SCREW-STEM,Gentianaceae,,FACW,forb,AN,full,BAVI3,,DI,native,FACW,FACW,FACW,
325,Beckmannia syzigachne,BECSYZ,(Steud.) Fernald,0,,AMERICAN SLOUGH GRASS,Poaceae,,OBL,grass,AN,advent,BESY,,MO,adventive,OBL,OBL,OBL,
326,Belamcanda chinensis,BELCHI,(L.) DC.,0,,BLACKBERRY-LILY,Iridaceae,,UPL,forb,PE,advent,BECH,,MO,adventive,,,,
327,Bellis perennis,BELPER,L.,0,,ENGLISH DAISY,Asteraceae,,UPL,forb,PE,advent,BEPE2,,DI,adventive,,,,
328,Berberis sp.,BERBER,L.,0,,BARBERRY,Berberidaceae,,FACU,shrub,W,advent,BERBE,,DI,,,,,
329,Berberis thunbergii,BERTHU,DC.,0,,JAPANESE BARBERRY,Berberidaceae,,FACU,shrub,W,advent,BETH,,DI,adventive,FACU,FACU,FACU,
